Word,Landmark Index,X Coordinate,Y Coordinate,Z Coordinate
Car Accident ,7,0.545231,0.548438,-0.034697
Car Accident ,8,0.533201,0.554444,-0.032886
Car Accident ,9,0.618282,0.670439,-0.032363
Car Accident ,10,0.544082,0.602664,-0.041482
Car Accident ,11,0.530502,0.602592,-0.037997
Car Accident ,12,0.531445,0.617465,-0.034313
Car Accident ,13,0.601169,0.726954,-0.037465
Car Accident ,14,0.537414,0.668572,-0.042425
Car Accident ,15,0.546957,0.676651,-0.031011
Car Accident ,16,0.565461,0.695850,-0.022431
Car Accident ,17,0.586796,0.782121,-0.041690
Car Accident ,18,0.536709,0.729251,-0.042686
Car Accident ,19,0.545940,0.731591,-0.031614
Car Accident ,20,0.563312,0.747040,-0.023044
Car Accident ,0,0.249287,0.804917,0.000000
Car Accident ,1,0.247460,0.704787,-0.008171
Car Accident ,2,0.279562,0.605981,-0.015162
Car Accident ,3,0.305506,0.532345,-0.020188
Car Accident ,4,0.301988,0.471879,-0.024914
Car Accident ,5,0.315238,0.632777,-0.026331
Car Accident ,6,0.366699,0.553240,-0.036181
Car Accident ,7,0.400405,0.521059,-0.039516
Car Accident ,8,0.422751,0.506603,-0.039734
Car Accident ,9,0.338358,0.691043,-0.027543
Car Accident ,10,0.404074,0.635830,-0.032069
Car Accident ,11,0.433525,0.606961,-0.029914
Car Accident ,12,0.445992,0.594844,-0.027591
Car Accident ,13,0.352670,0.746051,-0.027998
Car Accident ,14,0.419529,0.699830,-0.032580
Car Accident ,15,0.434503,0.667772,-0.027763
Car Accident ,16,0.430203,0.650711,-0.023186
Car Accident ,17,0.359588,0.792732,-0.028700
Car Accident ,18,0.404787,0.752475,-0.031331
Car Accident ,19,0.409329,0.729281,-0.024244
Car Accident ,20,0.400903,0.715022,-0.017296
Car Accident ,0,0.711755,0.805564,0.000000
Car Accident ,1,0.714189,0.705855,0.007756
Car Accident ,2,0.686554,0.606646,0.005897
Car Accident ,3,0.663857,0.535971,0.003085
Car Accident ,4,0.666524,0.480928,-0.001725
Car Accident ,5,0.664659,0.601900,-0.023322
Car Accident ,6,0.604982,0.529972,-0.032259
Car Accident ,7,0.573419,0.504376,-0.033357
Car Accident ,8,0.554199,0.496064,-0.032210
Car Accident ,9,0.643689,0.653192,-0.031952
Car Accident ,10,0.572045,0.577515,-0.039554
Car Accident ,11,0.547677,0.554581,-0.036547
Car Accident ,12,0.539310,0.552986,-0.033192
Car Accident ,13,0.624790,0.708915,-0.037718
Car Accident ,14,0.557161,0.640520,-0.041822
Car Accident ,15,0.551740,0.623728,-0.031913
Car Accident ,16,0.560981,0.627285,-0.024143
Car Accident ,17,0.608750,0.766448,-0.042314
Car Accident ,18,0.554530,0.709538,-0.044194
Car Accident ,19,0.556030,0.692756,-0.033958
Car Accident ,20,0.569181,0.690770,-0.024931
Car Accident ,0,0.200159,0.775223,0.000000
Car Accident ,1,0.205796,0.674766,-0.004205
Car Accident ,2,0.232188,0.583388,-0.013150
Car Accident ,3,0.242832,0.505570,-0.021289
Car Accident ,4,0.233354,0.448840,-0.030141
Car Accident ,5,0.257394,0.590349,-0.030533
Car Accident ,6,0.306439,0.500532,-0.046080
Car Accident ,7,0.340132,0.458138,-0.053251
Car Accident ,8,0.366629,0.432347,-0.056349
Car Accident ,9,0.277638,0.641557,-0.035866
Car Accident ,10,0.343159,0.583109,-0.045050
Car Accident ,11,0.382101,0.558438,-0.046887
Car Accident ,12,0.409083,0.544033,-0.048241
Car Accident ,13,0.291771,0.698349,-0.040152
Car Accident ,14,0.354173,0.657867,-0.046519
Car Accident ,15,0.388308,0.637240,-0.046434
Car Accident ,16,0.408617,0.618640,-0.046607
Car Accident ,17,0.300256,0.751496,-0.044291
Car Accident ,18,0.346798,0.719083,-0.046395
Car Accident ,19,0.369324,0.702716,-0.041714
Car Accident ,20,0.382686,0.684732,-0.038237
Car Accident ,0,0.751629,0.766023,0.000000
Car Accident ,1,0.753202,0.664175,0.005899
Car Accident ,2,0.731300,0.569162,0.001055
Car Accident ,3,0.715516,0.500128,-0.005113
Car Accident ,4,0.723233,0.448353,-0.014145
Car Accident ,5,0.707710,0.552035,-0.029115
Car Accident ,6,0.660806,0.469626,-0.042324
Car Accident ,7,0.628046,0.427527,-0.047899
Car Accident ,8,0.601975,0.401037,-0.051193
Car Accident ,9,0.689349,0.599383,-0.039436
Car Accident ,10,0.634164,0.527024,-0.049814
Car Accident ,11,0.598517,0.490106,-0.052240
Car Accident ,12,0.571557,0.467877,-0.054792
Car Accident ,13,0.671927,0.655894,-0.047247
Car Accident ,14,0.615184,0.599934,-0.053051
Car Accident ,15,0.585515,0.565521,-0.053629
Car Accident ,16,0.565900,0.540711,-0.055727
Car Accident ,17,0.657286,0.716762,-0.054028
Car Accident ,18,0.609882,0.684407,-0.058989
Car Accident ,19,0.586734,0.665355,-0.057835
Car Accident ,20,0.569904,0.647764,-0.057199
Car Accident ,0,0.175107,0.758763,0.000000
Car Accident ,1,0.181052,0.661263,-0.008064
Car Accident ,2,0.203353,0.563057,-0.018785
Car Accident ,3,0.209367,0.484847,-0.027859
Car Accident ,4,0.193393,0.431183,-0.037901
Car Accident ,5,0.228816,0.572051,-0.035757
Car Accident ,6,0.275869,0.483422,-0.051483
Car Accident ,7,0.310788,0.440047,-0.058814
Car Accident ,8,0.339333,0.410725,-0.062889
Car Accident ,9,0.248943,0.621616,-0.040958
Car Accident ,10,0.313258,0.562571,-0.053063
Car Accident ,11,0.355070,0.535427,-0.057530
Car Accident ,12,0.386381,0.520795,-0.061174
Car Accident ,13,0.262921,0.676973,-0.045286
Car Accident ,14,0.324114,0.634398,-0.055413
Car Accident ,15,0.363343,0.611815,-0.059246
Car Accident ,16,0.391575,0.595958,-0.062493
Car Accident ,17,0.271844,0.730923,-0.049537
Car Accident ,18,0.317867,0.699751,-0.055532
Car Accident ,19,0.344423,0.684669,-0.054844
Car Accident ,20,0.364672,0.670052,-0.054936
Car Accident ,0,0.775549,0.741782,0.000000
Car Accident ,1,0.776044,0.643312,0.008982
Car Accident ,2,0.755622,0.548611,0.007684
Car Accident ,3,0.742733,0.482149,0.005041
Car Accident ,4,0.753332,0.436155,-0.000380
Car Accident ,5,0.733798,0.528154,-0.024717
Car Accident ,6,0.688521,0.447501,-0.035583
Car Accident ,7,0.657849,0.403551,-0.039416
Car Accident ,8,0.632200,0.374180,-0.041839
Car Accident ,9,0.716644,0.572214,-0.035506
Car Accident ,10,0.658394,0.499498,-0.045771
Car Accident ,11,0.620095,0.464623,-0.048067
Car Accident ,12,0.589426,0.445394,-0.049998
Car Accident ,13,0.699217,0.627289,-0.043398
Car Accident ,14,0.638739,0.572259,-0.050479
Car Accident ,15,0.604486,0.540920,-0.052443
Car Accident ,16,0.579722,0.519575,-0.054714
Car Accident ,17,0.683119,0.687919,-0.049670
Car Accident ,18,0.633193,0.661534,-0.057164
Car Accident ,19,0.606279,0.646198,-0.058616
Car Accident ,20,0.585514,0.632598,-0.059140
Car Accident ,0,0.155219,0.743574,0.000000
Car Accident ,1,0.158891,0.646646,-0.006203
Car Accident ,2,0.180634,0.548523,-0.015752
Car Accident ,3,0.186680,0.471952,-0.024055
Car Accident ,4,0.170476,0.424421,-0.033475
Car Accident ,5,0.204821,0.553833,-0.034097
Car Accident ,6,0.251750,0.465468,-0.049986
Car Accident ,7,0.287653,0.423887,-0.057780
Car Accident ,8,0.316398,0.396650,-0.061930
Car Accident ,9,0.224606,0.601760,-0.039929
Car Accident ,10,0.288654,0.540696,-0.052031
Car Accident ,11,0.331019,0.512956,-0.056435
Car Accident ,12,0.361837,0.498204,-0.059932
Car Accident ,13,0.239373,0.656391,-0.044874
Car Accident ,14,0.302126,0.612835,-0.055025
Car Accident ,15,0.341748,0.590317,-0.058794
Car Accident ,16,0.369513,0.575924,-0.061777
Car Accident ,17,0.249457,0.710498,-0.049642
Car Accident ,18,0.298043,0.678840,-0.055916
Car Accident ,19,0.326138,0.665841,-0.055370
Car Accident ,20,0.347429,0.654594,-0.055377
Car Accident ,0,0.788442,0.723620,0.000000
Car Accident ,1,0.790774,0.627310,0.009748
Car Accident ,2,0.773005,0.534688,0.008582
Car Accident ,3,0.760668,0.468670,0.006425
Car Accident ,4,0.771584,0.425970,0.001477
Car Accident ,5,0.751320,0.512589,-0.026799
Car Accident ,6,0.708667,0.431403,-0.037809
Car Accident ,7,0.678943,0.386416,-0.041119
Car Accident ,8,0.653976,0.356747,-0.043178
Car Accident ,9,0.734018,0.555118,-0.037518
Car Accident ,10,0.678076,0.477981,-0.048894
Car Accident ,11,0.639520,0.441739,-0.050748
Car Accident ,12,0.608269,0.421790,-0.052128
Car Accident ,13,0.716464,0.608399,-0.045059
Car Accident ,14,0.656639,0.550759,-0.053771
Car Accident ,15,0.621214,0.521089,-0.056249
Car Accident ,16,0.594949,0.502158,-0.058462
Car Accident ,17,0.700266,0.667449,-0.050630
Car Accident ,18,0.649891,0.641180,-0.060062
Car Accident ,19,0.622123,0.627671,-0.062733
Car Accident ,20,0.600270,0.615883,-0.063864
Car Accident ,0,0.156549,0.744756,0.000000
Car Accident ,1,0.157923,0.647534,-0.004553
Car Accident ,2,0.178593,0.549875,-0.012685
Car Accident ,3,0.185996,0.473772,-0.019521
Car Accident ,4,0.169978,0.424083,-0.027340
Car Accident ,5,0.202392,0.552984,-0.032834
Car Accident ,6,0.250676,0.464620,-0.047117
Car Accident ,7,0.286686,0.422310,-0.053492
Car Accident ,8,0.316437,0.396681,-0.056572
Car Accident ,9,0.223200,0.601868,-0.038553
Car Accident ,10,0.288767,0.540078,-0.048990
Car Accident ,11,0.330899,0.512442,-0.053277
Car Accident ,12,0.362651,0.498298,-0.056740
Car Accident ,13,0.239280,0.657817,-0.042833
Car Accident ,14,0.302545,0.611696,-0.051889
Car Accident ,15,0.341057,0.589014,-0.055482
Car Accident ,16,0.369409,0.574127,-0.058476
Car Accident ,17,0.250690,0.710495,-0.046518
Car Accident ,18,0.297425,0.677483,-0.051865
Car Accident ,19,0.324849,0.664184,-0.050543
Car Accident ,20,0.346993,0.652648,-0.049930
Car Accident ,0,0.786323,0.721016,0.000000
Car Accident ,1,0.787861,0.625938,0.007818
Car Accident ,2,0.770442,0.534417,0.006645
Car Accident ,3,0.760199,0.468224,0.004772
Car Accident ,4,0.769566,0.423469,0.000394
Car Accident ,5,0.750464,0.511754,-0.025952
Car Accident ,6,0.707797,0.433291,-0.037508
Car Accident ,7,0.677533,0.387292,-0.041405
Car Accident ,8,0.652816,0.355348,-0.043764
Car Accident ,9,0.732669,0.552512,-0.035816
Car Accident ,10,0.676993,0.478137,-0.047113
Car Accident ,11,0.639172,0.441092,-0.048988
Car Accident ,12,0.609090,0.419755,-0.050310
Car Accident ,13,0.714670,0.603598,-0.043097
Car Accident ,14,0.655569,0.548747,-0.051910
Car Accident ,15,0.620555,0.520847,-0.054152
Car Accident ,16,0.594821,0.502067,-0.056074
Car Accident ,17,0.698477,0.660773,-0.048773
Car Accident ,18,0.649398,0.636727,-0.058882
Car Accident ,19,0.621545,0.625896,-0.061899
Car Accident ,20,0.600054,0.616516,-0.063026
Car Accident ,0,0.139865,0.733468,0.000000
Car Accident ,1,0.141282,0.636904,-0.004739
Car Accident ,2,0.161260,0.538499,-0.012218
Car Accident ,3,0.167462,0.463694,-0.018515
Car Accident ,4,0.152538,0.418826,-0.025958
Car Accident ,5,0.185776,0.538087,-0.031326
Car Accident ,6,0.230061,0.447614,-0.046326
Car Accident ,7,0.265265,0.405209,-0.053686
Car Accident ,8,0.293799,0.378395,-0.057581
Car Accident ,9,0.206620,0.583735,-0.037145
Car Accident ,10,0.268041,0.519740,-0.049061
Car Accident ,11,0.309669,0.490618,-0.053642
Car Accident ,12,0.339904,0.474846,-0.057129
Car Accident ,13,0.222602,0.637574,-0.042073
Car Accident ,14,0.283987,0.596694,-0.052763
Car Accident ,15,0.324107,0.573785,-0.057645
Car Accident ,16,0.352745,0.558611,-0.061267
Car Accident ,17,0.233522,0.690893,-0.046620
Car Accident ,18,0.280850,0.665647,-0.054442
Car Accident ,19,0.309070,0.654313,-0.055626
Car Accident ,20,0.331292,0.643568,-0.056649
Car Accident ,0,0.799315,0.709713,0.000000
Car Accident ,1,0.803102,0.618181,0.009847
Car Accident ,2,0.785588,0.528159,0.009366
Car Accident ,3,0.773749,0.463895,0.007877
Car Accident ,4,0.783653,0.420290,0.003807
Car Accident ,5,0.763534,0.499616,-0.024816
Car Accident ,6,0.722358,0.419145,-0.035846
Car Accident ,7,0.693337,0.372841,-0.039037
Car Accident ,8,0.669331,0.341489,-0.041049
Car Accident ,9,0.746724,0.539168,-0.035612
Car Accident ,10,0.693505,0.459552,-0.047612
Car Accident ,11,0.655379,0.422151,-0.050092
Car Accident ,12,0.624250,0.400065,-0.051577
Car Accident ,13,0.729514,0.590335,-0.043456
Car Accident ,14,0.670657,0.533470,-0.053662
Car Accident ,15,0.634801,0.505165,-0.057809
Car Accident ,16,0.608164,0.485838,-0.060751
Car Accident ,17,0.713454,0.647800,-0.049190
Car Accident ,18,0.663626,0.625153,-0.060543
Car Accident ,19,0.634940,0.613758,-0.065081
Car Accident ,20,0.612088,0.601759,-0.067246
Car Accident ,0,0.126822,0.726943,0.000000
Car Accident ,1,0.127410,0.628678,-0.002118
Car Accident ,2,0.148721,0.531449,-0.006176
Car Accident ,3,0.155998,0.459495,-0.009337
Car Accident ,4,0.141464,0.417712,-0.013556
Car Accident ,5,0.173443,0.524005,-0.024265
Car Accident ,6,0.215187,0.436234,-0.037461
Car Accident ,7,0.248692,0.391764,-0.044210
Car Accident ,8,0.276021,0.363806,-0.047961
Car Accident ,9,0.195742,0.568528,-0.030491
Car Accident ,10,0.254219,0.501623,-0.041311
Car Accident ,11,0.294460,0.470197,-0.046252
Car Accident ,12,0.324716,0.452765,-0.049902
Car Accident ,13,0.212666,0.622470,-0.035899
Car Accident ,14,0.272979,0.578276,-0.047211
Car Accident ,15,0.311811,0.555772,-0.053429
Car Accident ,16,0.340136,0.541420,-0.057658
Car Accident ,17,0.223965,0.676777,-0.040629
Car Accident ,18,0.269940,0.652831,-0.050896
Car Accident ,19,0.298071,0.643154,-0.054318
Car Accident ,20,0.320875,0.634486,-0.056430
Car Accident ,0,0.810478,0.698294,0.000000
Car Accident ,1,0.812971,0.608137,0.012550
Car Accident ,2,0.795314,0.521019,0.013961
Car Accident ,3,0.783852,0.459570,0.014087
Car Accident ,4,0.792438,0.414726,0.011924
Car Accident ,5,0.772986,0.487861,-0.020330
Car Accident ,6,0.731663,0.409445,-0.030415
Car Accident ,7,0.703294,0.363479,-0.033132
Car Accident ,8,0.679931,0.331732,-0.034830
Car Accident ,9,0.756859,0.524601,-0.031523
Car Accident ,10,0.706683,0.444453,-0.042665
Car Accident ,11,0.670478,0.406028,-0.044818
Car Accident ,12,0.640635,0.382376,-0.046022
Car Accident ,13,0.739746,0.573957,-0.039762
Car Accident ,14,0.681874,0.518451,-0.049746
Car Accident ,15,0.646546,0.491055,-0.054046
Car Accident ,16,0.620158,0.471627,-0.056990
Car Accident ,17,0.723431,0.630778,-0.045591
Car Accident ,18,0.673778,0.610217,-0.057336
Car Accident ,19,0.644906,0.600775,-0.062385
Car Accident ,20,0.621673,0.589462,-0.064754
Car Accident ,0,0.118169,0.719919,0.000000
Car Accident ,1,0.118262,0.624280,-0.000987
Car Accident ,2,0.139402,0.529639,-0.005054
Car Accident ,3,0.147700,0.458128,-0.008198
Car Accident ,4,0.133294,0.413145,-0.012379
Car Accident ,5,0.163483,0.516805,-0.025986
Car Accident ,6,0.205666,0.426470,-0.039806
Car Accident ,7,0.238841,0.380848,-0.046754
Car Accident ,8,0.265745,0.351987,-0.050482
Car Accident ,9,0.184459,0.560356,-0.032674
Car Accident ,10,0.244328,0.489430,-0.044122
Car Accident ,11,0.284407,0.457266,-0.049074
Car Accident ,12,0.314229,0.439594,-0.052593
Car Accident ,13,0.201232,0.613511,-0.038248
Car Accident ,14,0.263477,0.566398,-0.050269
Car Accident ,15,0.302517,0.544016,-0.056723
Car Accident ,16,0.331043,0.530192,-0.061039
Car Accident ,17,0.213150,0.667245,-0.042911
Car Accident ,18,0.259919,0.643384,-0.054426
Car Accident ,19,0.287791,0.634886,-0.058340
Car Accident ,20,0.310429,0.627095,-0.060500
Car Accident ,0,0.817119,0.691131,0.000000
Car Accident ,1,0.819289,0.600985,0.012924
Car Accident ,2,0.801169,0.515671,0.014801
Car Accident ,3,0.790294,0.455261,0.015131
Car Accident ,4,0.798941,0.411133,0.013363
Car Accident ,5,0.780241,0.478730,-0.017491
Car Accident ,6,0.738969,0.401714,-0.027582
Car Accident ,7,0.710455,0.356346,-0.030957
Car Accident ,8,0.687035,0.324178,-0.033130
Car Accident ,9,0.764794,0.513139,-0.028890
Car Accident ,10,0.715433,0.434377,-0.039337
Car Accident ,11,0.679319,0.396735,-0.041851
Car Accident ,12,0.649855,0.373689,-0.043444
Car Accident ,13,0.747867,0.560407,-0.037559
Car Accident ,14,0.690305,0.506911,-0.046644
Car Accident ,15,0.655320,0.480820,-0.050871
Car Accident ,16,0.629584,0.461703,-0.053925
Car Accident ,17,0.731546,0.615939,-0.044001
Car Accident ,18,0.682346,0.596660,-0.054594
Car Accident ,19,0.653831,0.587723,-0.059146
Car Accident ,20,0.631243,0.576620,-0.061321
Car Accident ,0,0.110176,0.710439,0.000000
Car Accident ,1,0.112147,0.616012,0.000924
Car Accident ,2,0.134351,0.524745,-0.001617
Car Accident ,3,0.144126,0.456459,-0.003227
Car Accident ,4,0.130850,0.411137,-0.005720
Car Accident ,5,0.158454,0.505982,-0.024951
Car Accident ,6,0.198934,0.419208,-0.039178
Car Accident ,7,0.230827,0.373294,-0.046899
Car Accident ,8,0.257294,0.343412,-0.051325
Car Accident ,9,0.177670,0.549086,-0.032066
Car Accident ,10,0.235587,0.479116,-0.043596
Car Accident ,11,0.275768,0.448008,-0.048982
Car Accident ,12,0.306742,0.430675,-0.053118
Car Accident ,13,0.193824,0.602516,-0.037902
Car Accident ,14,0.255293,0.558677,-0.050133
Car Accident ,15,0.294075,0.537703,-0.056607
Car Accident ,16,0.323373,0.523989,-0.061072
Car Accident ,17,0.205848,0.656946,-0.042683
Car Accident ,18,0.252671,0.636016,-0.054416
Car Accident ,19,0.279706,0.628234,-0.058536
Car Accident ,20,0.302506,0.620137,-0.060881
Car Accident ,0,0.823855,0.685535,0.000000
Car Accident ,1,0.825056,0.596378,0.014662
Car Accident ,2,0.806878,0.512054,0.018279
Car Accident ,3,0.796350,0.453504,0.020084
Car Accident ,4,0.804041,0.409169,0.019991
Car Accident ,5,0.786400,0.468446,-0.012889
Car Accident ,6,0.745170,0.392435,-0.022132
Car Accident ,7,0.716469,0.347601,-0.025068
Car Accident ,8,0.693461,0.315931,-0.026865
Car Accident ,9,0.771389,0.501044,-0.024558
Car Accident ,10,0.722551,0.424489,-0.034625
Car Accident ,11,0.686232,0.388963,-0.036408
Car Accident ,12,0.656879,0.367388,-0.037164
Car Accident ,13,0.754685,0.546957,-0.033685
Car Accident ,14,0.697927,0.496129,-0.042083
Car Accident ,15,0.663289,0.471867,-0.044992
Car Accident ,16,0.637856,0.452836,-0.046970
Car Accident ,17,0.738492,0.602582,-0.040633
Car Accident ,18,0.689469,0.584310,-0.050524
Car Accident ,19,0.661095,0.575494,-0.054333
Car Accident ,20,0.638550,0.563399,-0.055841
Car Accident ,0,0.105261,0.700975,0.000000
Car Accident ,1,0.107861,0.608100,0.001253
Car Accident ,2,0.130283,0.518743,-0.000995
Car Accident ,3,0.140453,0.452318,-0.002291
Car Accident ,4,0.126439,0.408947,-0.004445
Car Accident ,5,0.151469,0.497822,-0.023862
Car Accident ,6,0.192991,0.411478,-0.037285
Car Accident ,7,0.225374,0.366210,-0.044200
Car Accident ,8,0.251685,0.337119,-0.048037
Car Accident ,9,0.171384,0.540387,-0.031024
Car Accident ,10,0.230901,0.469912,-0.042103
Car Accident ,11,0.270653,0.439911,-0.047380
Car Accident ,12,0.300831,0.424189,-0.051293
Car Accident ,13,0.188357,0.592718,-0.036819
Car Accident ,14,0.250305,0.548077,-0.048875
Car Accident ,15,0.288896,0.528052,-0.055745
Car Accident ,16,0.317946,0.516439,-0.060449
Car Accident ,17,0.201034,0.645552,-0.041481
Car Accident ,18,0.244904,0.624985,-0.053474
Car Accident ,19,0.271157,0.619235,-0.057944
Car Accident ,20,0.293412,0.614369,-0.060453
Car Accident ,0,0.825931,0.672451,0.000000
Car Accident ,1,0.825343,0.584412,0.014805
Car Accident ,2,0.808361,0.503349,0.017794
Car Accident ,3,0.798594,0.447644,0.019329
Car Accident ,4,0.807067,0.405934,0.018928
Car Accident ,5,0.790778,0.460594,-0.015470
Car Accident ,6,0.748981,0.381977,-0.025018
Car Accident ,7,0.720238,0.338723,-0.027289
Car Accident ,8,0.697995,0.309301,-0.028242
Car Accident ,9,0.777500,0.493898,-0.027053
Car Accident ,10,0.727180,0.413257,-0.037722
Car Accident ,11,0.690173,0.379238,-0.038436
Car Accident ,12,0.661453,0.359911,-0.038105
Car Accident ,13,0.761202,0.540256,-0.035961
Car Accident ,14,0.704076,0.486500,-0.044755
Car Accident ,15,0.669870,0.460946,-0.046664
Car Accident ,16,0.645167,0.441857,-0.047651
Car Accident ,17,0.744155,0.596281,-0.042545
Car Accident ,18,0.694795,0.573499,-0.052218
Car Accident ,19,0.667317,0.562956,-0.055133
Car Accident ,20,0.645585,0.550265,-0.055970
Car Accident ,0,0.101797,0.693354,0.000000
Car Accident ,1,0.103543,0.601892,0.003027
Car Accident ,2,0.125481,0.513411,0.002347
Car Accident ,3,0.136229,0.448468,0.002564
Car Accident ,4,0.122901,0.406433,0.002001
Car Accident ,5,0.146718,0.490353,-0.021891
Car Accident ,6,0.187576,0.402956,-0.034333
Car Accident ,7,0.219804,0.358015,-0.040273
Car Accident ,8,0.245684,0.329840,-0.043223
Car Accident ,9,0.167024,0.532107,-0.029135
Car Accident ,10,0.225929,0.459644,-0.039142
Car Accident ,11,0.265326,0.429980,-0.043363
Car Accident ,12,0.294779,0.415250,-0.046347
Car Accident ,13,0.184627,0.583379,-0.034899
Car Accident ,14,0.245806,0.537500,-0.045893
Car Accident ,15,0.284045,0.517216,-0.052327
Car Accident ,16,0.312597,0.506313,-0.056638
Car Accident ,17,0.197904,0.635426,-0.039377
Car Accident ,18,0.240818,0.614173,-0.050580
Car Accident ,19,0.266622,0.608737,-0.054743
Car Accident ,20,0.288046,0.604823,-0.056880
Car Accident ,0,0.826719,0.659816,0.000000
Car Accident ,1,0.827128,0.573695,0.015156
Car Accident ,2,0.811571,0.496412,0.017971
Car Accident ,3,0.802716,0.444172,0.019053
Car Accident ,4,0.811187,0.405336,0.018072
Car Accident ,5,0.793518,0.452014,-0.014989
Car Accident ,6,0.751994,0.373944,-0.024707
Car Accident ,7,0.723445,0.331503,-0.027191
Car Accident ,8,0.701190,0.302987,-0.028283
Car Accident ,9,0.779573,0.485604,-0.027008
Car Accident ,10,0.731197,0.404729,-0.037743
Car Accident ,11,0.694431,0.370726,-0.038668
Car Accident ,12,0.665836,0.350951,-0.038503
Car Accident ,13,0.763057,0.532182,-0.036392
Car Accident ,14,0.707616,0.477763,-0.045325
Car Accident ,15,0.673142,0.452722,-0.047558
Car Accident ,16,0.648206,0.433853,-0.048777
Car Accident ,17,0.745991,0.587892,-0.043425
Car Accident ,18,0.697649,0.566149,-0.053437
Car Accident ,19,0.669981,0.555995,-0.056594
Car Accident ,20,0.648021,0.543273,-0.057546
Car Accident ,0,0.096227,0.679282,0.000000
Car Accident ,1,0.097907,0.588276,0.004594
Car Accident ,2,0.117962,0.501801,0.004311
Car Accident ,3,0.128108,0.439687,0.004739
Car Accident ,4,0.114326,0.398960,0.004467
Car Accident ,5,0.138183,0.476704,-0.023842
Car Accident ,6,0.177674,0.388639,-0.038039
Car Accident ,7,0.209621,0.344336,-0.044823
Car Accident ,8,0.235796,0.316911,-0.048187
Car Accident ,9,0.156158,0.519462,-0.032144
Car Accident ,10,0.213893,0.443992,-0.044258
Car Accident ,11,0.253449,0.413464,-0.049081
Car Accident ,12,0.283589,0.398197,-0.052396
Car Accident ,13,0.172063,0.571462,-0.038814
Car Accident ,14,0.234184,0.522248,-0.051854
Car Accident ,15,0.273063,0.502262,-0.058785
Car Accident ,16,0.302640,0.490819,-0.063062
Car Accident ,17,0.184515,0.623897,-0.043944
Car Accident ,18,0.230144,0.600367,-0.056805
Car Accident ,19,0.257201,0.592822,-0.061962
Car Accident ,20,0.279949,0.585944,-0.064676
Car Accident ,0,0.828440,0.639383,-0.000000
Car Accident ,1,0.829283,0.554961,0.017396
Car Accident ,2,0.814976,0.484726,0.020608
Car Accident ,3,0.806765,0.435375,0.022220
Car Accident ,4,0.814719,0.401352,0.021565
Car Accident ,5,0.796925,0.436715,-0.017595
Car Accident ,6,0.755405,0.360321,-0.028165
Car Accident ,7,0.726849,0.317979,-0.030982
Car Accident ,8,0.704702,0.290031,-0.032381
Car Accident ,9,0.784320,0.469151,-0.030144
Car Accident ,10,0.735946,0.387502,-0.042422
Car Accident ,11,0.699532,0.354606,-0.043906
Car Accident ,12,0.671345,0.335950,-0.044073
Car Accident ,13,0.768688,0.514153,-0.039518
Car Accident ,14,0.712183,0.459105,-0.049770
Car Accident ,15,0.677197,0.434289,-0.053197
Car Accident ,16,0.652210,0.415200,-0.055306
Car Accident ,17,0.752236,0.568671,-0.046025
Car Accident ,18,0.702544,0.550382,-0.057773
Car Accident ,19,0.674391,0.541259,-0.062600
Car Accident ,20,0.652336,0.526807,-0.064776
Car Accident ,0,0.093084,0.672227,0.000000
Car Accident ,1,0.093131,0.583484,0.008226
Car Accident ,2,0.114373,0.501164,0.009978
Car Accident ,3,0.126868,0.439770,0.012391
Car Accident ,4,0.114556,0.397947,0.014158
Car Accident ,5,0.136253,0.469623,-0.021629
Car Accident ,6,0.175692,0.381737,-0.034585
Car Accident ,7,0.206739,0.336106,-0.040090
Car Accident ,8,0.232190,0.308329,-0.042438
Car Accident ,9,0.153862,0.510924,-0.030755
Car Accident ,10,0.212174,0.435599,-0.042687
Car Accident ,11,0.251230,0.405373,-0.046181
Car Accident ,12,0.280172,0.391115,-0.048111
Car Accident ,13,0.169647,0.561894,-0.037785
Car Accident ,14,0.232370,0.516042,-0.050456
Car Accident ,15,0.270540,0.495762,-0.055885
Car Accident ,16,0.299179,0.484019,-0.058768
Car Accident ,17,0.181326,0.614306,-0.042865
Car Accident ,18,0.227194,0.592643,-0.054821
Car Accident ,19,0.254237,0.585557,-0.058671
Car Accident ,20,0.276961,0.579055,-0.060183
Car Accident ,0,0.828418,0.632232,-0.000000
Car Accident ,1,0.829148,0.549574,0.017705
Car Accident ,2,0.815131,0.477253,0.021571
Car Accident ,3,0.806597,0.428959,0.023745
Car Accident ,4,0.814687,0.395416,0.023750
Car Accident ,5,0.797572,0.432370,-0.016179
Car Accident ,6,0.755963,0.355714,-0.026888
Car Accident ,7,0.727164,0.314500,-0.029675
Car Accident ,8,0.704971,0.288453,-0.030766
Car Accident ,9,0.785044,0.465107,-0.028649
Car Accident ,10,0.737437,0.383443,-0.042460
Car Accident ,11,0.701363,0.351697,-0.043973
Car Accident ,12,0.673030,0.335376,-0.043307
Car Accident ,13,0.769296,0.509064,-0.037981
Car Accident ,14,0.713368,0.454184,-0.048707
Car Accident ,15,0.679093,0.430864,-0.050759
Car Accident ,16,0.654144,0.413549,-0.051023
Car Accident ,17,0.752596,0.562789,-0.044546
Car Accident ,18,0.703255,0.542215,-0.055258
Car Accident ,19,0.675812,0.532778,-0.058566
Car Accident ,20,0.654763,0.519713,-0.059197
Car Accident ,0,0.091282,0.667866,0.000000
Car Accident ,1,0.091539,0.579477,0.010061
